Post Date,Description,Debit,Credit,Balance,Card,Transaction Type,Purchase Type,Monthly
6/15/2022,Withdrawal DEBIT CARD/LOTUS HUNAN AUSTIN TX Date 06/14/22 24801972166091154000392 Card 2272Merchant Category Code: 5814,78.92,,3688.61,3341,P,Food,N
6/15/2022,Withdrawal ACH IRS/TYPE: USATAXPYMT ID: 3387702000 CO: IRS,2500,,-752.51,3341,B,Tax,Y
6/15/2022,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,,1747.49,3341,P,Life Insurance,Y
6/16/2022,"Deposit Bulk/Checks 15,050.94 Check Count 9 Deposit Number 0000026",,15050.94,21563.44,NA,B,Deposit,N
6/16/2022,Deposit ACH INTUIT 12762285/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 12762285,,1688.7,6561.72,NA,B,Deposit,N
6/16/2022,Withdrawal DEBIT CARD/CHEVRON 0309325 AUSTIN TX Date 06/16/22 24692162167100437300732 Card 2675Merchant Category Code: 5542,52.2,,14111.51,2675,B,Gas,N
6/16/2022,Withdrawal DEBIT CARD/DD DOORDASH SONICDRIV 855-973-1040 CA Date 06/16/22 24492152167715947820136 Card 2272Merchant Category Code: 5812,27.28,,14163.71,3341,P,Food,N
6/16/2022,Withdrawal POS #216715101377/POS H-E-B #265 CEDAR PARK TX Card 4969 Merchant Category Code: 5411,96.45,,14190.99,4969,P,Groceries,N
6/16/2022,Check 2576 Tracer 820300000342417,2640,,14287.44,NA,B,Labor,N
6/16/2022,Check 2578 Tracer 820300000168001,1536,,16927.44,NA,B,Labor,N
6/16/2022,Withdrawal Cash,3100,,18463.44,NA,B,Withdrawal,N
6/16/2022,Withdrawal DEBIT CARD/DD DOORDASH BUFFALOWI 855-973-1040 CA Date 06/16/22 24492152167743914896715 Card 4969Merchant Category Code: 5812,46.67,,4873.02,4969,P,Food,N
6/16/2022,Withdrawal POS #216700509642/POS 7-ELEVEN 1870 S. Bagdad Roa US TX Card 2675Merchant Category Code: 5542,74.19,,4919.69,2675,B,Gas,N
6/16/2022,Uncollected Fee/Due since 06/15/22 - Courtesy Pay-Dbt,34,,4993.88,NA,B,Fee,N
6/16/2022,Uncollected Fee/Due since 06/15/22 - Overdrawn ACH,34,,5027.88,NA,B,Fee,N
6/16/2022,Uncollected Fee/Due since 06/15/22 - Courtesy Pay-ACH,34,,5061.88,NA,B,Fee,N
6/16/2022,Withdrawal ACH INTUIT 78525985/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 78525985,49.22,,6512.5,0001,B,Software,Y
6/17/2022,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE NAME: MARTHA G HERNANDEZ,441.08,,13542.04,0001,B,Credit Card,Y
6/17/2022,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,80.42,,14300.03,0001,B,Internet,Y
6/17/2022,Withdrawal ACH *LINCOLN NATLIFE/TYPE: PREMPAYMNT ID: 3504728231 DATA: 0018400TER CO: *LINCOLN NATLIFE,316.91,,13983.12,3341,B,Life Insurance,Y
6/17/2022,Deposit ACH PEAK6 GROUP/TYPE: PAYMENT ID: 1364166492 CO: PEAK6 GROUP,,1194.72,14380.45,NA,B,Deposit,N
6/17/2022,Withdrawal DEBIT CARD/MI TRADICION AUSTIN TX Date 06/16/22 24275392167900019203933 Card 2272Merchant Category Code: 5462,20.78,,13185.73,3341,P,Food,N
6/17/2022,Withdrawal DEBIT CARD/THE CROMEENS LAW FIRM HOUSTON TX Date 06/16/22 24559302167900014382712 Card 2272Merchant Category Code: 8111,905,,13206.51,3341,B,Professional Services,N
6/18/2022,"Deposit Bulk/Checks 3,231.26 Check Count 1 Deposit Number 0000032",,3231.26,10629.95,NA,B,Deposit,N
6/18/2022,Recurring Withdrawal DEBIT CARD/BELLA SERA OF LEANDER HTTPSBELLASER TX Date 06/18/22 24492162169000038319497 Card 2272Merchant Category Code: 5812,200.27,,10348.2,3341,P,Food,N
6/18/2022,Withdrawal POS #217000624437/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 2272Merchant Category Code: 5912,4.49,,10548.47,3341,P,Groceries,N
6/18/2022,Withdrawal DEBIT CARD/DD DOORDASH BROOKLYNH 855-973-1040 CA Date 06/18/22 24492152169713204082522 Card 4969Merchant Category Code: 5812,61.99,,10552.96,4969,P,Food,N
6/18/2022,Withdrawal/United Heritage Charity Foundation,15,,10614.95,NA,B,Charity,N
6/18/2022,Withdrawal DEBIT CARD/MOD PIZZA CEDAR PARK CEDAR PARK TX Date 06/18/22 24692162169100959535564 Card 4969Merchant Category Code: 5812,29.35,,7598.69,4969,P,Food,N
6/18/2022,Withdrawal DEBIT CARD/DD DOORDASH WINGSTOP 855-973-1040 CA Date 06/17/22 24492152168743053116759 Card 4969Merchant Category Code: 5812,36.68,,7628.04,4969,P,Food,N
6/18/2022,"Withdrawal DEBIT CARD/PARKWHIZ, INC. 888-472-7594 IL Date 06/17/22 24492152168717097434113 Card 0718Merchant Category Code: 7523",12.12,,7664.72,0718,B,Entertainment,N
6/18/2022,Withdrawal Transfer To Loan 00,200,,7398.69,0001,P,Loan,Y
6/19/2022,Withdrawal DEBIT CARD/LOWES #02774* LEANDER TX Date 06/18/22 24692162170100698281337 Card 4969Merchant Category Code: 5200,110.72,,10237.48,4969,P,Supplies,N
6/19/2022,Withdrawal POS #217020199141/POS QT 4143 CEDAR PARK TX Card 4969 Merchant Category Code: 5541,21.13,,9883.9,4969,B,Gas,N
6/19/2022,Withdrawal DEBIT CARD/IN N OUT BURGER 294 CEDAR PARK TX Date 06/18/22 24013392170002087535734 Card 4969Merchant Category Code: 5814,34.32,,9905.03,4969,P,Food,N
6/19/2022,Withdrawal DEBIT CARD/QT 4132 INSIDE CEDAR PARK TX Date 06/18/22 24692162170100876014658 Card 2272Merchant Category Code: 5541,7.77,,9939.35,3341,P,Food,N
6/19/2022,Withdrawal POS #217010164310/POS H-E-B #265 CEDAR PARK TX Card 2272 Merchant Category Code: 5411,290.36,,9947.12,3341,P,Groceries,N
6/20/2022,Withdrawal DEBIT CARD/CINEMARK THEATRES 1032 CEDAR PARK TX Date 06/19/22 24692162171100518786795 Card 4969Merchant Category Code: 7832,31.45,,9695.93,4969,P,Entertainment,N
6/20/2022,Withdrawal POS #217100226795/POS 7-ELEVEN 1870 S. Bagdad Roa US TX Card 4969Merchant Category Code: 5542,57.63,,9727.38,4969,B,Gas,N
6/20/2022,Withdrawal POS #217100237132/POS 7-ELEVEN 1870 S BAGDAD RD US LEANDER TX Card 4969Merchant Category Code: 5541,12.31,,9785.01,4969,P,Food,N
6/20/2022,Withdrawal POS #217100023310/POS 7-ELEVEN 11518 N. FM 620 US AUSTIN Card 2272 Merchant Category Code: 5541,6.91,,9797.32,3341,P,Food,N
6/20/2022,Withdrawal POS #217142201000/POS 7-ELEVEN 34251 9200 BURNET ROAD TX Card 2675Merchant Category Code: 5542,79.67,,9804.23,2675,B,Gas,N
6/21/2022,Deposit Transfer From Loan 00,,98.96,7646.82,0001,P,Deposit,N
6/21/2022,Withdrawal ACH HOME DEPOT/TYPE: AUTO PYMT ID: CITIAUTFDR CO: HOME DEPOT,29,,8652.84,3341,B,Supplies,N
6/21/2022,"Withdrawal DEBIT CARD/IN *KRISTY R. CORTEZ, PC 512-8352635 TX Date 06/20/22 24692162171100942535735 Card 0001Merchant Category Code: 8931",750,,8945.93,0001,B,Professional Services,Y
6/21/2022,Withdrawal ACH ALLSTATE INS CO/TYPE: INS PREM ID: 1360719665 DATA: ACH.EZPR02010 S CO: ALLSTATE INS CO,855.75,,7547.86,0001,B,Auto Insurance,Y
6/21/2022,Withdrawal ACH ALLSTATE INS CO/TYPE: INS PREM ID: 1360719665 DATA: ACH.EZPR02010 S CO: ALLSTATE INS CO,49.23,,8603.61,0001,B,Auto Insurance,Y
6/21/2022,Withdrawal ACH CAPITAL ONE/TYPE: CRCARDPMT ID: 9541719318 CO: CAPITAL ONE,200,,8403.61,3341,B,Credit Card,Y
6/21/2022,"Deposit Bulk/Checks 1,835.40 Check Count 1 Deposit Number 0000017",,1835.4,1729.44,NA,B,Deposit,N
6/21/2022,Check 2583 Tracer 820800000647042,550,,-1164.56,NA,B,Labor,N
6/21/2022,Check 2581 Tracer 820800000226001,2050,,-614.56,NA,B,Labor,N
6/21/2022,Withdrawal Courtesy Pay fee,34,,1435.44,NA,B,Fee,N
6/21/2022,Withdrawal Cash,260,,1469.44,NA,B,Withdrawal,N
6/21/2022,Withdrawal POS #217288549200/POS STAR STOP 74 2819 GUADALUPE ST TX Card 2675Merchant Category Code: 5542,16.33,,-105.96,2675,B,Gas,N
6/21/2022,Withdrawal POS #217295136600/POS STAR STOP 74 2819 GUADALUPE ST TX Card 2675Merchant Category Code: 5542,47.13,,-89.63,2675,B,Gas,N
6/21/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 06/20/22 24427332171740273674164 Card 4969Merchant Category Code: 5411,196.84,,8681.84,4969,P,Groceries,N
6/21/2022,Withdrawal DEBIT CARD/SKY ASIAN FUSION LEANDER TX Date 06/19/22 24765012171010000167132 Card 4969Merchant Category Code: 5812,67.25,,8878.68,4969,P,Food,N
6/21/2022,Withdrawal ACH WEBFILE TAX PYMT/TYPE: DD ID: 2146000311 DATA: CPA TAX PAYMENTS CO: WEBFILE TAX PYMT,7689.32,,-42.5,NA,B,Tax,Y
6/22/2022,Withdrawal ACH DISCOVER BANK/TYPE: PREARRANGE ID: 6510020271 DATA: DC FINOUT DPLSVCPAY CO: DISCOVER BANK,656.2,,-1880.29,3341,B,Credit Card,Y
6/22/2022,Withdrawal ACH ALLSTATE INS CO/TYPE: INS PREM ID: 1360719665 DATA: ACH.EZPR02010 Q CO: ALLSTATE INS NAME: HERNANDEZ,59.53,,-1224.09,0001,B,Auto Insurance,Y
6/22/2022,Deposit Bulk/Checks 262.47 Check Count 1 Deposit Number 0000028,,262.47,-1773.13,NA,B,Deposit,N
6/22/2022,Withdrawal POS #217300796144/POS 7-ELEVEN 6111 BEE CAVE RD US AUSTIN Card 4969 Merchant Category Code: 5541,7.01,,-1780.14,4969,P,Food,N
6/22/2022,Withdrawal DEBIT CARD/EXXONMOBIL 48326227 AUSTIN TX Date 06/21/22 24164052173378003119710 Card 2675Merchant Category Code: 5542,155.31,,-2035.6,2675,B,Gas,N
6/23/2022,Withdrawal Bill Payment #217428100903/BP CULLIGAN/ULTRAPURE WAT 507-200-0820 Card 2272 Merchant Category Code: 4900,97.32,,-1877.46,3341,B,Utilities,Y
6/23/2022,Withdrawal DEBIT CARD/DD DOORDASH BUFFALOWI 855-973-1040 CA Date 06/23/22 24492152174745834531026 Card 4969Merchant Category Code: 5812,25.76,,-2016.7,4969,P,Food,N
6/23/2022,Withdrawal POS #217407829246/POS CIRCLE K #2740557 PFLUGERVILLE TX Card 2675 Merchant Category Code: 5542,74,,-1990.94,2675,B,Gas,N
6/23/2022,Withdrawal DEBIT CARD/VIVINT INC/US 800-216-5232 UT Date 06/23/22 24430992174083704422587 Card 4969Merchant Category Code: 7393,39.48,,-1916.94,4969,P,Software,Y
6/24/2022,"Deposit Bulk/Checks 16,393.60 Check Count 1 Deposit Number 0000074",,16393.6,14376.9,NA,B,Deposit,N
6/24/2022,Withdrawal Cash,3000,,11376.9,NA,B,Withdrawal,N
6/25/2022,Uncollected Fee/Due since 06/23/22 - Overdrawn Debit,34,,10832.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/23/22 - Courtesy Pay-Dbt,34,,10866.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/23/22 - Courtesy Pay-Dbt,34,,10900.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/23/22 - Courtesy Pay-Dbt,34,,10934.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - UNPAIDNSF,34,,10968.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - UNPAIDNSF,34,,11002.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - UNPAIDNSF,34,,11036.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - UNPAIDNSF,34,,11070.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - Courtesy Pay-Dbt,34,,11104.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - Courtesy Pay-Dbt,34,,11138.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - Courtesy Pay-ACH,34,,11172.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/22/22 - Courtesy Pay-ACH,34,,11206.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/21/22 - Courtesy Pay-Ck,34,,11240.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/21/22 - Courtesy Pay-Dbt,34,,11274.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/21/22 - Courtesy Pay-Dbt,34,,11308.9,NA,B,Fee,N
6/25/2022,Uncollected Fee/Due since 06/21/22 - Courtesy Pay-ACH,34,,11342.9,NA,B,Fee,N
6/26/2022,Withdrawal at ATM #217717333358/ATM USAACATM19 .905 CRYSTAL FALLS PKW LEANDER TX Card 4969Merchant Category Code: 6011,83.25,,10619.75,4969,P,Recreational,N
6/26/2022,Withdrawal ATM Fee/ATM USAACATM19 .905 CRYSTAL FALLS PKW LEANDER TX Card 4969Merchant Category Code: 6011,1,,10618.75,4969,P,Recreational,N
6/26/2022,Withdrawal DEBIT CARD/DD DOORDASH VILLAPIZZ 855-973-1040 CA Date 06/26/22 24492152177743240464764 Card 4969Merchant Category Code: 5812,36.16,,10519.31,4969,P,Food,N
6/26/2022,Withdrawal POS #217717650712/POS WALGREENS STORE 905 CRYST LEANDER TX Card 4969 Merchant Category Code: 5912,63.28,,10555.47,4969,P,Groceries,N
6/26/2022,Withdrawal POS #217717538790/POS WALGREENS STORE 905 CRYST LEANDER TX Card 4969 Merchant Category Code: 5912,110,,10703,4969,P,Groceries,N
6/26/2022,Withdrawal DEBIT CARD/DD DOORDASH MCDONALDS 855-973-1040 CA Date 06/25/22 24492152176717175763094 Card 4969Merchant Category Code: 5812,19.9,,10813,4969,P,Food,N
6/26/2022,Withdrawal DEBIT CARD/SQ *SANA VIDA WELLNESS CE gosq.com TX Date 06/26/22 24692162177100714114507 Card 4969Merchant Category Code: 8011,238.4,,10280.91,4969,P,Medical,N
6/27/2022,FORTIVA 6051071703 0627081719 217812362820                    09,43.85,,,0001,P,Credit Card,N
6/27/2022,Recurring Withdrawal DEBIT CARD/24HR CAR UNLOCK EMERGE lockpoppersof TX Date 06/26/22 24492162178000000216977 Card 2272Merchant Category Code: 1520,89.82,,10191.09,3341,B,Professional Services,N
6/27/2022,Withdrawal DEBIT CARD/JIMMY JOHNS - 1810 - ECOM 512-259-1030 Date 06/26/22 24269792178500522589236 Card 4969Merchant Category Code: 5814,37.93,,9686.27,4969,P,Food,N
6/27/2022,Withdrawal POS #217869777800/POS 7-ELEVEN 34251 9200 BURNET ROAD TX Card 2675Merchant Category Code: 5542,75.03,,10074.2,2675,B,Gas,N
6/27/2022,Withdrawal DEBIT CARD/CHICK-FIL-A #04062 LEANDER TX Date 06/25/22 24427332177710026338809 Card 4969Merchant Category Code: 5814,41.86,,10149.23,4969,P,Food,N
6/27/2022,Withdrawal ACH CHASE CREDIT CRD/TYPE: EPAY ID: 5760039224 CO: CHASE CREDIT CRD NAME: ARACELI VAZQUEZ,350,,9724.2,4969,P,Credit Card,Y
7/1/2022,Deposit ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,33.25,,-1908.34,NA,B,Deposit,N
7/2/2022,Withdrawal POS #218314024075/POS QT 4156 LIBERTY HILL TX Card 2675 Merchant Category Code: 5542,71.29,,5868.5,2675,B,Gas,N
7/2/2022,"Deposit Bulk/Checks 7,848.13 Check Count 6 Deposit Number 0000028",,7848.13,5939.79,NA,B,Deposit,N
7/3/2022,Uncollected Fee/Due since 06/27/22 - Courtesy Pay-Ck,34,,5766.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/27/22 - Courtesy Pay-Ck,34,,5834.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/27/22 - UNPAIDNSF,34,,5732.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/27/22 - UNPAIDNSF,34,,5800.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Courtesy Pay-ACH,34,,5562.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Courtesy Pay-ACH,34,,5596.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Courtesy Pay-ACH,34,,5630.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Courtesy Pay-Dbt,34,,5426.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Courtesy Pay-Dbt,34,,5460.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Courtesy Pay-Dbt,34,,5664.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Courtesy Pay-Dbt,34,,5698.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Overdrawn ACH,34,,5494.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - Overdrawn ACH,34,,5528.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/28/22 - UNPAIDNSF,34,,5392.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/29/22 - Courtesy Pay-Dbt,34,,5324.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/29/22 - Courtesy Pay-Dbt,34,,5358.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/29/22 - Overdrawn ACH,34,,5290.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/29/22 - Overdrawn Debit,34,,5256.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/30/22 - LOW BALANCE FEE,6,,5148.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/30/22 - Overdrawn ACH,34,,5188.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/30/22 - Overdrawn ACH,34,,5222.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/30/22 - TRANSACTION FEES,32,,5116.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 06/30/22 - UNPAIDNSF,34,,5154.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 07/01/22 - Overdrawn ACH,34,,4980.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 07/01/22 - Overdrawn ACH,34,,5014.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 07/01/22 - Overdrawn ACH,34,,5048.5,NA,B,Fee,N
7/3/2022,Uncollected Fee/Due since 07/01/22 - Overdrawn ACH,34,,5082.5,NA,B,Fee,N
7/4/2022,Withdrawal DEBIT CARD/RANDALLS #1896 CEDAR PARK TX Date 07/03/22 24231682185837001431426 Card 4969Merchant Category Code: 5411,99.31,,4881.19,4969,P,Groceries,N
7/5/2022,Withdrawal ACH BCBS HEALTH HPS/TYPE: RETRY PYMT ID: 1361236610 DATA: (R) oq CO: BCBS HEALTH HPS,498.66,,5875.12,0001,B,Health Insurance,Y
7/5/2022,Withdrawal ACH AMEX EPAYMENT/TYPE: RETRY PYMT ID: 0005000008 DATA: ER AM (R) g CO: AMEX EPAYMENT,9097.21,,-1141.62,0001,B,Credit Card,Y
7/5/2022,Recurring Withdrawal Bill Payment - #218603994768/BP APPLE COM BILL CUPERTINO CA Card 2272 Merchant Category Code: 4899,2.99,,4814.44,3341,P,Software,Y
7/5/2022,Withdrawal ACH BKAMERICA/TYPE: IC PAYMENT ID: 1409936115 CO: BKAMERICA,877.05,,4998.07,0001,B,Credit Card,Y
7/5/2022,Withdrawal ACH CAPITAL ONE/TYPE: CRCARDPMT ID: 9541719018 CO: CAPITAL ONE,200,,6373.78,0001,P,Credit Card,Y
7/5/2022,Check 2585 Tracer 822200000415100,1000,,-2213.96,NA,B,Labor,N
7/5/2022,Deposit ACH INTUIT 09273985/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 09273985,,324.75,5000.44,NA,B,Deposit,N
7/5/2022,Deposit ACH INTUIT 12196525/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 12196525,,649.5,6602.54,NA,B,Deposit,N
7/5/2022,Deposit ACH Ternion Growth P/TYPE: SIGONFILE ID: 9000830338 DATA: 805-680-2004 CO: Ternion Growth P,,476.3,5953.04,NA,B,Deposit,N
7/5/2022,Deposit ACH Ternion Growth P/TYPE: SIGONFILE ID: 9000830338 DATA: 805-680-2004 CO: Ternion Growth P,,476.3,5476.74,NA,B,Deposit,N
7/5/2022,"Deposit Bulk/Checks 6,475.52 Check Count 1 Deposit Number 0000034",,6475.52,11439.59,NA,B,Deposit,N
7/5/2022,Withdrawal Cash,3484,,7955.59,3341,B,Withdrawal,N
7/5/2022,Withdrawal Overdrawn ACH/AMEX EPAYMENT,34,,4964.07,0001,B,Fee,N
7/5/2022,Withdrawal POS #218600998629/POS 7-ELEVEN 1870 S. Bagdad Roa US TX Card 4969Merchant Category Code: 5542,72.34,,-1213.96,4969,B,Gas,N
7/5/2022,Withdrawal POS #218609947215/POS H-E-B GAS #451 AUSTIN TX Card 2675 Merchant Category Code: 5542,138.75,,4675.69,2675,B,Gas,N
7/5/2022,Withdrawal ACH INTUIT 77027515/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 77027515,9.67,,6592.87,0001,B,Software,Y
7/5/2022,Withdrawal ACH INTUIT 79789735/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 79789735,19.09,,6573.78,0001,B,Software,Y
7/5/2022,Withdrawal DEBIT CARD/LOC CITIZENS*PMT1OF0 401-2825259 CT Date 07/04/22 24638572185016018489899 Card 4969Merchant Category Code: 6012,63.76,,4817.43,4969,P,Credit Card,Y
7/7/2022,Deposit/Incoming Wire MARTHA HERNANDEZ,,20000,17786.04,NA,B,Deposit,N
7/7/2022,Check 2586 Tracer 822400000333786,1442.5,,12619.12,NA,B,Labor,N
7/7/2022,Check 2596 Tracer 822400000299001,3650,,14132.04,NA,B,Labor,N
7/7/2022,Withdrawal Fee/Incoming Wire Fee,4,,17782.04,NA,B,Fee,N
7/7/2022,Withdrawal POS #218815566837/POS H & R GROCERY AUSTIN TX Card 2675 Merchant Category Code: 5542,70.42,,14061.62,2675,B,Groceries,N
7/8/2022,Withdrawal ACH GUSTO/TYPE: TAX 023476 ID: 9138864001 DATA: 3qhk CO: GUSTO,1728.33,,10138.69,0001,B,Tax,Y
7/8/2022,Withdrawal ACH NAVIENT/TYPE: RETRY PYMT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,,11867.02,0001,P,Loan,Y
7/8/2022,Withdrawal ACH *LINCOLN NATLIFE/TYPE: PREMPAYMNT ID: 3504728231 DATA: 0018400TER CO: *LINCOLN NATLIFE,105.2,,12071.92,3341,B,Life Insurance,Y
7/8/2022,Deposit Bulk/Checks 957.25 Check Count 2 Deposit Number 0000032,,957.25,11056.65,NA,B,Deposit,N
7/8/2022,Check 2589 Tracer 822500000365651,1410,,9646.65,NA,B,Labor,N
7/8/2022,Check 2600 Tracer 822500000365947,400,,9246.65,NA,B,Labor,N
7/8/2022,Check 2603 Tracer 822500000365038,671.59,,8575.06,NA,B,Labor,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - Courtesy Pay-ACH,34,,12585.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - Courtesy Pay-Ck,34,,12517.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - Courtesy Pay-Dbt,34,,12551.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - UNPAIDNSF,34,,12347.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - UNPAIDNSF,34,,12381.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - UNPAIDNSF,34,,12415.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - UNPAIDNSF,34,,12449.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/05/22 - UNPAIDNSF,34,,12483.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/06/22 - Overdrawn ACH,34,,12279.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/06/22 - Overdrawn ACH,34,,12313.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/06/22 - UNPAIDNSF,34,,12177.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/06/22 - UNPAIDNSF,34,,12211.12,NA,B,Fee,N
7/8/2022,Uncollected Fee/Due since 07/06/22 - UNPAIDNSF,34,,12245.12,NA,B,Fee,N
7/8/2022,Withdrawal POS #218910225593/POS CIRCLE K #2741319 AUSTIN TX Card 2675 Merchant Category Code: 5542,39.29,,10099.4,2675,B,Gas,N
7/9/2022,Recurring Withdrawal Bill Payment - #219027700669/BP ADOBE ACROPRO SUBS 408-536-6000 CA Card 0001 Merchant Category Code: 5734,16.23,,7090.72,0001,B,Software,Y
7/9/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HIT 402-935-7733 CA Date 07/08/22 24492152189894456528564 Card 4969Merchant Category Code: 4816,743.75,,7831.31,4969,B,Professional Services,N
7/9/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 07/08/22 24492152189852456145607 Card 4969Merchant Category Code: 4816,249.68,,7581.63,4969,B,Professional Services,N
7/9/2022,Withdrawal Cash,7000,,90.72,NA,B,Withdrawal,N
7/9/2022,Withdrawal DEBIT CARD/EXXONMOBIL 48182828 AUSTIN TX Date 07/08/22 24164052190378008059993 Card 2675Merchant Category Code: 5542,12.82,,7136.31,2675,B,Gas,N
7/9/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 07/08/22 24492152189852456460444 Card 4969Merchant Category Code: 4816,220,,7149.13,4969,B,Professional Services,N
7/9/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 07/08/22 24492152189852456605154 Card 4969Merchant Category Code: 4816,212.5,,7369.13,4969,B,Professional Services,N
7/9/2022,Withdrawal POS #219067890701/POS NST THE HOME DEPOT 000239 10515 N MOPAC NC EXPRSW AUSTIN TX Card 2272Merchant Category Code: 5200,29.36,,7106.95,3341,B,Supplies,N
7/11/2022,Withdrawal ACH INTUIT 17503325/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 17503325,155.79,,4502.33,0001,B,Software,Y
7/11/2022,Deposit ACH INTUIT 49161935/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 49161935,,4567.4,4658.12,NA,B,Deposit,N
7/11/2022,"Deposit Bulk/Checks 2,232.12 Check Count 2 Deposit Number 0000048",,2232.12,6286.67,NA,B,Deposit,N
7/11/2022,Check 2567 Tracer 822800000457073,277.05,,5871.22,NA,B,Labor,N
7/11/2022,Check 2604 Tracer 822800000457489,2411.83,,3459.39,NA,B,Labor,N
7/11/2022,Check 2605 Tracer 822800000457989,400.53,,3058.86,NA,B,Labor,N
